Silhouette Score: -1.0000, Number of Clusters: 578, Skew Threshold: 0.7, Correlation Threshold: 0.5, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 4, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 10}
Silhouette Score: -0.3359, Number of Clusters: 5, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 4, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 4, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 462, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 3, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 4, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 173, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 1}
Silhouette Score: -0.2959, Number of Clusters: 6, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 3, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 10}
Silhouette Score: -0.4131, Number of Clusters: 6, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 4, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 4, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 10}
Silhouette Score: -0.3821, Number of Clusters: 5, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 4, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 481, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 1000}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 1}
Silhouette Score: -0.2175, Number of Clusters: 5, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 1000}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 3, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 1000}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 13, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 1000}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 175, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 1000}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 1}
Silhouette Score: -0.2399, Number of Clusters: 5, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 1000}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 5}
Silhouette Score: -0.4481, Number of Clusters: 8, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 1000}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 3, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 1000}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 1000}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 1}
Silhouette Score: -0.4236, Number of Clusters: 9, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 1000}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 5}
Silhouette Score: -0.4278, Number of Clusters: 7, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 1000}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 1000}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 70, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 1000}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 1}
Silhouette Score: -0.3843, Number of Clusters: 7, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 1000}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 5}
Silhouette Score: -0.3895, Number of Clusters: 6, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 1000}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 4, Skew Threshold: 0.7, Correlation Threshold: 0.6, t-SNE Parameters: {'n_components': 3, 'perplexity': 60, 'learning_rate': 1000}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 531, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 257, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 225, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 113, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 3, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 4, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 126, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 3, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 3, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 1}
Silhouette Score: -0.2270, Number of Clusters: 5, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 3, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 17, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 550, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 254, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 41, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 223, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 109, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 26, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 122, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 27, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 19, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 18, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 15, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 577, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 1000}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 249, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 1000}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 1000}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 3, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 1000}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 234, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 1000}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 1000}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 1000}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 1000}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 115, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 1000}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 4, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 1000}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 1000}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 3, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 1000}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 1000}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 1}
Silhouette Score: -0.4136, Number of Clusters: 9, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 1000}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 1000}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 30, 'learning_rate': 1000}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 565, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 40, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 235, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 40, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 40, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 49, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 40, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 201, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 40, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 105, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 40, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 40, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 40, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 112, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 40, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 61, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 40, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 26, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 40, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 40, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 40, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 34, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 40, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 3, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 40, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 3, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 40, 'learning_rate': 200}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 559, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 40, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 213, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 40, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 69, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 40, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 3, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 40, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 223, Skew Threshold: 0.7, Correlation Threshold: 0.7, t-SNE Parameters: {'n_components': 2, 'perplexity': 40, 'learning_rate': 500}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 1}
