dataset,n_estimators,perplexity,learning_rate,n_iter,N_top_features,min_cluster_size,min_samples,tsne_results,top_features,silhouette_score,cluster_labels,num_clusters
Dataset_4,50,5,10,2500,25,30,10,"[[ 16.370964   58.14479  ]
 [-30.042866   29.872969 ]
 [ 26.792082    4.0354357]
 ...
 [-78.015945  -89.40335  ]
 [ 65.147385   10.935157 ]
 [-37.791252   58.137165 ]]","['Symptom_Night_sweats', 'Symptom_Awakened_cannot_breathe', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Joint_pain', 'Symptom_Difficulty_falling_asleep', 'Symptom_Waking_up_in_night', 'Symptom_Chills_flushing_sweats', 'Symptom_Changes_in_voice', 'Symptom_Muscle_aches', 'Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",-0.18899417,[ 3  3  3 ... -1  3  3],4
Dataset_4,50,5,10,2500,25,30,15,"[[ 16.370964   58.14479  ]
 [-30.042866   29.872969 ]
 [ 26.792082    4.0354357]
 ...
 [-78.015945  -89.40335  ]
 [ 65.147385   10.935157 ]
 [-37.791252   58.137165 ]]","['Symptom_Night_sweats', 'Symptom_Awakened_cannot_breathe', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Joint_pain', 'Symptom_Difficulty_falling_asleep', 'Symptom_Waking_up_in_night', 'Symptom_Chills_flushing_sweats', 'Symptom_Changes_in_voice', 'Symptom_Muscle_aches', 'Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",-0.0056809583,[ 1  1  1 ... -1  1 -1],2
Dataset_4,50,5,10,2500,25,30,20,"[[ 16.370964   58.14479  ]
 [-30.042866   29.872969 ]
 [ 26.792082    4.0354357]
 ...
 [-78.015945  -89.40335  ]
 [ 65.147385   10.935157 ]
 [-37.791252   58.137165 ]]","['Symptom_Night_sweats', 'Symptom_Awakened_cannot_breathe', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Joint_pain', 'Symptom_Difficulty_falling_asleep', 'Symptom_Waking_up_in_night', 'Symptom_Chills_flushing_sweats', 'Symptom_Changes_in_voice', 'Symptom_Muscle_aches', 'Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",-0.24171147,[-1 -1  3 ... -1  2 -1],4
Dataset_4,50,5,10,2500,50,15,10,"[[ 25.592394  -26.41815  ]
 [-62.931927    1.6138598]
 [ 68.94244    62.331043 ]
 ...
 [-47.419357   44.307045 ]
 [ 94.6127    -35.991154 ]
 [-35.864956   30.645605 ]]","['Symptom_Phantom_smell', 'Symptom_Reproductive_all_menstrual_issues', 'Symptom_Eye_Vision_blurred_vision', 'Symptom_Change_sensitivity_to_meds', 'Symptom_Constipation', 'Grouped_Neuro_Sensory', 'Symptom_Nightmares', 'Symptom_Altered_smell', 'Grouped_Cognitive_Memory', 'Symptom_Cognitive_Functioning_thinking', 'Symptom_Ear_ear_pain', 'Symptom_Bone_ache_burning', 'Symptom_Speech_difficulty_finding_words', 'Symptom_Headaches_migraines', 'Symptom_Heat_intolerance', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Headaches_base_of_skull', 'Symptom_Cough_with_mucus', 'Symptom_Loss_of_taste', 'Symptom_Cognitive_Functioning_executive', 'Symptom_Fever', 'Symptom_Tinnitus', 'Symptom_Elevated_temp', 'Symptom_Vivid_dreams', 'Symptom_Headaches_stiff_neck', 'Symptom_Night_sweats', 'Symptom_Awakened_cannot_breathe', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Joint_pain', 'Symptom_Difficulty_falling_asleep', 'Symptom_Waking_up_in_night', 'Symptom_Chills_flushing_sweats', 'Symptom_Changes_in_voice', 'Symptom_Muscle_aches', 'Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",-0.35352442,[22 -1 -1 ...  7 -1 40],42
Dataset_4,50,5,10,2500,50,15,15,"[[ 25.592394  -26.41815  ]
 [-62.931927    1.6138598]
 [ 68.94244    62.331043 ]
 ...
 [-47.419357   44.307045 ]
 [ 94.6127    -35.991154 ]
 [-35.864956   30.645605 ]]","['Symptom_Phantom_smell', 'Symptom_Reproductive_all_menstrual_issues', 'Symptom_Eye_Vision_blurred_vision', 'Symptom_Change_sensitivity_to_meds', 'Symptom_Constipation', 'Grouped_Neuro_Sensory', 'Symptom_Nightmares', 'Symptom_Altered_smell', 'Grouped_Cognitive_Memory', 'Symptom_Cognitive_Functioning_thinking', 'Symptom_Ear_ear_pain', 'Symptom_Bone_ache_burning', 'Symptom_Speech_difficulty_finding_words', 'Symptom_Headaches_migraines', 'Symptom_Heat_intolerance', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Headaches_base_of_skull', 'Symptom_Cough_with_mucus', 'Symptom_Loss_of_taste', 'Symptom_Cognitive_Functioning_executive', 'Symptom_Fever', 'Symptom_Tinnitus', 'Symptom_Elevated_temp', 'Symptom_Vivid_dreams', 'Symptom_Headaches_stiff_neck', 'Symptom_Night_sweats', 'Symptom_Awakened_cannot_breathe', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Joint_pain', 'Symptom_Difficulty_falling_asleep', 'Symptom_Waking_up_in_night', 'Symptom_Chills_flushing_sweats', 'Symptom_Changes_in_voice', 'Symptom_Muscle_aches', 'Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",-0.41313538,[14 -1 -1 ... -1 -1 28],30
Dataset_4,50,5,10,2500,50,15,20,"[[ 25.592394  -26.41815  ]
 [-62.931927    1.6138598]
 [ 68.94244    62.331043 ]
 ...
 [-47.419357   44.307045 ]
 [ 94.6127    -35.991154 ]
 [-35.864956   30.645605 ]]","['Symptom_Phantom_smell', 'Symptom_Reproductive_all_menstrual_issues', 'Symptom_Eye_Vision_blurred_vision', 'Symptom_Change_sensitivity_to_meds', 'Symptom_Constipation', 'Grouped_Neuro_Sensory', 'Symptom_Nightmares', 'Symptom_Altered_smell', 'Grouped_Cognitive_Memory', 'Symptom_Cognitive_Functioning_thinking', 'Symptom_Ear_ear_pain', 'Symptom_Bone_ache_burning', 'Symptom_Speech_difficulty_finding_words', 'Symptom_Headaches_migraines', 'Symptom_Heat_intolerance', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Headaches_base_of_skull', 'Symptom_Cough_with_mucus', 'Symptom_Loss_of_taste', 'Symptom_Cognitive_Functioning_executive', 'Symptom_Fever', 'Symptom_Tinnitus', 'Symptom_Elevated_temp', 'Symptom_Vivid_dreams', 'Symptom_Headaches_stiff_neck', 'Symptom_Night_sweats', 'Symptom_Awakened_cannot_breathe', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Joint_pain', 'Symptom_Difficulty_falling_asleep', 'Symptom_Waking_up_in_night', 'Symptom_Chills_flushing_sweats', 'Symptom_Changes_in_voice', 'Symptom_Muscle_aches', 'Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",-0.04523827,[ 1  1 -1 ... -1 -1  1],2
Dataset_4,50,5,10,2500,50,20,10,"[[ 25.592394  -26.41815  ]
 [-62.931927    1.6138598]
 [ 68.94244    62.331043 ]
 ...
 [-47.419357   44.307045 ]
 [ 94.6127    -35.991154 ]
 [-35.864956   30.645605 ]]","['Symptom_Phantom_smell', 'Symptom_Reproductive_all_menstrual_issues', 'Symptom_Eye_Vision_blurred_vision', 'Symptom_Change_sensitivity_to_meds', 'Symptom_Constipation', 'Grouped_Neuro_Sensory', 'Symptom_Nightmares', 'Symptom_Altered_smell', 'Grouped_Cognitive_Memory', 'Symptom_Cognitive_Functioning_thinking', 'Symptom_Ear_ear_pain', 'Symptom_Bone_ache_burning', 'Symptom_Speech_difficulty_finding_words', 'Symptom_Headaches_migraines', 'Symptom_Heat_intolerance', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Headaches_base_of_skull', 'Symptom_Cough_with_mucus', 'Symptom_Loss_of_taste', 'Symptom_Cognitive_Functioning_executive', 'Symptom_Fever', 'Symptom_Tinnitus', 'Symptom_Elevated_temp', 'Symptom_Vivid_dreams', 'Symptom_Headaches_stiff_neck', 'Symptom_Night_sweats', 'Symptom_Awakened_cannot_breathe', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Joint_pain', 'Symptom_Difficulty_falling_asleep', 'Symptom_Waking_up_in_night', 'Symptom_Chills_flushing_sweats', 'Symptom_Changes_in_voice', 'Symptom_Muscle_aches', 'Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",-0.35555387,[19 -1 -1 ...  6 -1 27],31
Dataset_4,50,5,10,2500,50,20,15,"[[ 25.592394  -26.41815  ]
 [-62.931927    1.6138598]
 [ 68.94244    62.331043 ]
 ...
 [-47.419357   44.307045 ]
 [ 94.6127    -35.991154 ]
 [-35.864956   30.645605 ]]","['Symptom_Phantom_smell', 'Symptom_Reproductive_all_menstrual_issues', 'Symptom_Eye_Vision_blurred_vision', 'Symptom_Change_sensitivity_to_meds', 'Symptom_Constipation', 'Grouped_Neuro_Sensory', 'Symptom_Nightmares', 'Symptom_Altered_smell', 'Grouped_Cognitive_Memory', 'Symptom_Cognitive_Functioning_thinking', 'Symptom_Ear_ear_pain', 'Symptom_Bone_ache_burning', 'Symptom_Speech_difficulty_finding_words', 'Symptom_Headaches_migraines', 'Symptom_Heat_intolerance', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Headaches_base_of_skull', 'Symptom_Cough_with_mucus', 'Symptom_Loss_of_taste', 'Symptom_Cognitive_Functioning_executive', 'Symptom_Fever', 'Symptom_Tinnitus', 'Symptom_Elevated_temp', 'Symptom_Vivid_dreams', 'Symptom_Headaches_stiff_neck', 'Symptom_Night_sweats', 'Symptom_Awakened_cannot_breathe', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Joint_pain', 'Symptom_Difficulty_falling_asleep', 'Symptom_Waking_up_in_night', 'Symptom_Chills_flushing_sweats', 'Symptom_Changes_in_voice', 'Symptom_Muscle_aches', 'Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",-0.4172156,[ 7  7 -1 ... -1 -1  7],9
Dataset_4,50,5,10,2500,50,20,20,"[[ 25.592394  -26.41815  ]
 [-62.931927    1.6138598]
 [ 68.94244    62.331043 ]
 ...
 [-47.419357   44.307045 ]
 [ 94.6127    -35.991154 ]
 [-35.864956   30.645605 ]]","['Symptom_Phantom_smell', 'Symptom_Reproductive_all_menstrual_issues', 'Symptom_Eye_Vision_blurred_vision', 'Symptom_Change_sensitivity_to_meds', 'Symptom_Constipation', 'Grouped_Neuro_Sensory', 'Symptom_Nightmares', 'Symptom_Altered_smell', 'Grouped_Cognitive_Memory', 'Symptom_Cognitive_Functioning_thinking', 'Symptom_Ear_ear_pain', 'Symptom_Bone_ache_burning', 'Symptom_Speech_difficulty_finding_words', 'Symptom_Headaches_migraines', 'Symptom_Heat_intolerance', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Headaches_base_of_skull', 'Symptom_Cough_with_mucus', 'Symptom_Loss_of_taste', 'Symptom_Cognitive_Functioning_executive', 'Symptom_Fever', 'Symptom_Tinnitus', 'Symptom_Elevated_temp', 'Symptom_Vivid_dreams', 'Symptom_Headaches_stiff_neck', 'Symptom_Night_sweats', 'Symptom_Awakened_cannot_breathe', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Joint_pain', 'Symptom_Difficulty_falling_asleep', 'Symptom_Waking_up_in_night', 'Symptom_Chills_flushing_sweats', 'Symptom_Changes_in_voice', 'Symptom_Muscle_aches', 'Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",-0.3039833,[-1  5 -1 ... -1 -1  5],6
Dataset_4,50,5,10,2500,50,25,10,"[[ 25.592394  -26.41815  ]
 [-62.931927    1.6138598]
 [ 68.94244    62.331043 ]
 ...
 [-47.419357   44.307045 ]
 [ 94.6127    -35.991154 ]
 [-35.864956   30.645605 ]]","['Symptom_Phantom_smell', 'Symptom_Reproductive_all_menstrual_issues', 'Symptom_Eye_Vision_blurred_vision', 'Symptom_Change_sensitivity_to_meds', 'Symptom_Constipation', 'Grouped_Neuro_Sensory', 'Symptom_Nightmares', 'Symptom_Altered_smell', 'Grouped_Cognitive_Memory', 'Symptom_Cognitive_Functioning_thinking', 'Symptom_Ear_ear_pain', 'Symptom_Bone_ache_burning', 'Symptom_Speech_difficulty_finding_words', 'Symptom_Headaches_migraines', 'Symptom_Heat_intolerance', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Headaches_base_of_skull', 'Symptom_Cough_with_mucus', 'Symptom_Loss_of_taste', 'Symptom_Cognitive_Functioning_executive', 'Symptom_Fever', 'Symptom_Tinnitus', 'Symptom_Elevated_temp', 'Symptom_Vivid_dreams', 'Symptom_Headaches_stiff_neck', 'Symptom_Night_sweats', 'Symptom_Awakened_cannot_breathe', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Joint_pain', 'Symptom_Difficulty_falling_asleep', 'Symptom_Waking_up_in_night', 'Symptom_Chills_flushing_sweats', 'Symptom_Changes_in_voice', 'Symptom_Muscle_aches', 'Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",-0.33571243,[16 -1 -1 ...  6 -1 23],25
Dataset_4,50,5,10,2500,50,25,15,"[[ 25.592394  -26.41815  ]
 [-62.931927    1.6138598]
 [ 68.94244    62.331043 ]
 ...
 [-47.419357   44.307045 ]
 [ 94.6127    -35.991154 ]
 [-35.864956   30.645605 ]]","['Symptom_Phantom_smell', 'Symptom_Reproductive_all_menstrual_issues', 'Symptom_Eye_Vision_blurred_vision', 'Symptom_Change_sensitivity_to_meds', 'Symptom_Constipation', 'Grouped_Neuro_Sensory', 'Symptom_Nightmares', 'Symptom_Altered_smell', 'Grouped_Cognitive_Memory', 'Symptom_Cognitive_Functioning_thinking', 'Symptom_Ear_ear_pain', 'Symptom_Bone_ache_burning', 'Symptom_Speech_difficulty_finding_words', 'Symptom_Headaches_migraines', 'Symptom_Heat_intolerance', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Headaches_base_of_skull', 'Symptom_Cough_with_mucus', 'Symptom_Loss_of_taste', 'Symptom_Cognitive_Functioning_executive', 'Symptom_Fever', 'Symptom_Tinnitus', 'Symptom_Elevated_temp', 'Symptom_Vivid_dreams', 'Symptom_Headaches_stiff_neck', 'Symptom_Night_sweats', 'Symptom_Awakened_cannot_breathe', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Joint_pain', 'Symptom_Difficulty_falling_asleep', 'Symptom_Waking_up_in_night', 'Symptom_Chills_flushing_sweats', 'Symptom_Changes_in_voice', 'Symptom_Muscle_aches', 'Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",-0.12731233,[ 2  2 -1 ... -1 -1  2],3
Dataset_4,50,5,10,2500,50,25,20,"[[ 25.592394  -26.41815  ]
 [-62.931927    1.6138598]
 [ 68.94244    62.331043 ]
 ...
 [-47.419357   44.307045 ]
 [ 94.6127    -35.991154 ]
 [-35.864956   30.645605 ]]","['Symptom_Phantom_smell', 'Symptom_Reproductive_all_menstrual_issues', 'Symptom_Eye_Vision_blurred_vision', 'Symptom_Change_sensitivity_to_meds', 'Symptom_Constipation', 'Grouped_Neuro_Sensory', 'Symptom_Nightmares', 'Symptom_Altered_smell', 'Grouped_Cognitive_Memory', 'Symptom_Cognitive_Functioning_thinking', 'Symptom_Ear_ear_pain', 'Symptom_Bone_ache_burning', 'Symptom_Speech_difficulty_finding_words', 'Symptom_Headaches_migraines', 'Symptom_Heat_intolerance', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Headaches_base_of_skull', 'Symptom_Cough_with_mucus', 'Symptom_Loss_of_taste', 'Symptom_Cognitive_Functioning_executive', 'Symptom_Fever', 'Symptom_Tinnitus', 'Symptom_Elevated_temp', 'Symptom_Vivid_dreams', 'Symptom_Headaches_stiff_neck', 'Symptom_Night_sweats', 'Symptom_Awakened_cannot_breathe', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Joint_pain', 'Symptom_Difficulty_falling_asleep', 'Symptom_Waking_up_in_night', 'Symptom_Chills_flushing_sweats', 'Symptom_Changes_in_voice', 'Symptom_Muscle_aches', 'Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",-0.26800784,[-1  3 -1 ... -1 -1  3],6
Dataset_4,50,5,10,2500,50,30,10,"[[ 25.592394  -26.41815  ]
 [-62.931927    1.6138598]
 [ 68.94244    62.331043 ]
 ...
 [-47.419357   44.307045 ]
 [ 94.6127    -35.991154 ]
 [-35.864956   30.645605 ]]","['Symptom_Phantom_smell', 'Symptom_Reproductive_all_menstrual_issues', 'Symptom_Eye_Vision_blurred_vision', 'Symptom_Change_sensitivity_to_meds', 'Symptom_Constipation', 'Grouped_Neuro_Sensory', 'Symptom_Nightmares', 'Symptom_Altered_smell', 'Grouped_Cognitive_Memory', 'Symptom_Cognitive_Functioning_thinking', 'Symptom_Ear_ear_pain', 'Symptom_Bone_ache_burning', 'Symptom_Speech_difficulty_finding_words', 'Symptom_Headaches_migraines', 'Symptom_Heat_intolerance', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Headaches_base_of_skull', 'Symptom_Cough_with_mucus', 'Symptom_Loss_of_taste', 'Symptom_Cognitive_Functioning_executive', 'Symptom_Fever', 'Symptom_Tinnitus', 'Symptom_Elevated_temp', 'Symptom_Vivid_dreams', 'Symptom_Headaches_stiff_neck', 'Symptom_Night_sweats', 'Symptom_Awakened_cannot_breathe', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Joint_pain', 'Symptom_Difficulty_falling_asleep', 'Symptom_Waking_up_in_night', 'Symptom_Chills_flushing_sweats', 'Symptom_Changes_in_voice', 'Symptom_Muscle_aches', 'Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",-0.40742946,[ 7  7 -1 ...  3 -1  7],8
Dataset_4,50,5,10,2500,50,30,15,"[[ 25.592394  -26.41815  ]
 [-62.931927    1.6138598]
 [ 68.94244    62.331043 ]
 ...
 [-47.419357   44.307045 ]
 [ 94.6127    -35.991154 ]
 [-35.864956   30.645605 ]]","['Symptom_Phantom_smell', 'Symptom_Reproductive_all_menstrual_issues', 'Symptom_Eye_Vision_blurred_vision', 'Symptom_Change_sensitivity_to_meds', 'Symptom_Constipation', 'Grouped_Neuro_Sensory', 'Symptom_Nightmares', 'Symptom_Altered_smell', 'Grouped_Cognitive_Memory', 'Symptom_Cognitive_Functioning_thinking', 'Symptom_Ear_ear_pain', 'Symptom_Bone_ache_burning', 'Symptom_Speech_difficulty_finding_words', 'Symptom_Headaches_migraines', 'Symptom_Heat_intolerance', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Headaches_base_of_skull', 'Symptom_Cough_with_mucus', 'Symptom_Loss_of_taste', 'Symptom_Cognitive_Functioning_executive', 'Symptom_Fever', 'Symptom_Tinnitus', 'Symptom_Elevated_temp', 'Symptom_Vivid_dreams', 'Symptom_Headaches_stiff_neck', 'Symptom_Night_sweats', 'Symptom_Awakened_cannot_breathe', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Joint_pain', 'Symptom_Difficulty_falling_asleep', 'Symptom_Waking_up_in_night', 'Symptom_Chills_flushing_sweats', 'Symptom_Changes_in_voice', 'Symptom_Muscle_aches', 'Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",-0.12731233,[ 2  2 -1 ... -1 -1  2],3
Dataset_4,50,5,10,2500,50,30,20,"[[ 25.592394  -26.41815  ]
 [-62.931927    1.6138598]
 [ 68.94244    62.331043 ]
 ...
 [-47.419357   44.307045 ]
 [ 94.6127    -35.991154 ]
 [-35.864956   30.645605 ]]","['Symptom_Phantom_smell', 'Symptom_Reproductive_all_menstrual_issues', 'Symptom_Eye_Vision_blurred_vision', 'Symptom_Change_sensitivity_to_meds', 'Symptom_Constipation', 'Grouped_Neuro_Sensory', 'Symptom_Nightmares', 'Symptom_Altered_smell', 'Grouped_Cognitive_Memory', 'Symptom_Cognitive_Functioning_thinking', 'Symptom_Ear_ear_pain', 'Symptom_Bone_ache_burning', 'Symptom_Speech_difficulty_finding_words', 'Symptom_Headaches_migraines', 'Symptom_Heat_intolerance', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Headaches_base_of_skull', 'Symptom_Cough_with_mucus', 'Symptom_Loss_of_taste', 'Symptom_Cognitive_Functioning_executive', 'Symptom_Fever', 'Symptom_Tinnitus', 'Symptom_Elevated_temp', 'Symptom_Vivid_dreams', 'Symptom_Headaches_stiff_neck', 'Symptom_Night_sweats', 'Symptom_Awakened_cannot_breathe', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Joint_pain', 'Symptom_Difficulty_falling_asleep', 'Symptom_Waking_up_in_night', 'Symptom_Chills_flushing_sweats', 'Symptom_Changes_in_voice', 'Symptom_Muscle_aches', 'Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",-0.26800784,[-1  3 -1 ... -1 -1  3],6
